Edad,Rol,Zona,Tipo de siniestro,Dia de la semana,Hora,Tipo de Vehiculo,X,Y,Dia,Mes,isMale,isHeridoLeve
37.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,8,AUTO,572280,6148440,1,1,True,True
45.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,8,AUTO,572280,6148440,1,1,True,True
69.0, CONDUCTOR,URBANA, CAIDA, SABADO,16,MOTO CON CASCO,571120,6145960,1,1,True,True
31.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,23,AUTO,581650,6149845,1,1,True,True
19.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,5,MOTO,577450,6139860,1,1,True,True
29.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,5,MOTO CON CASCO,577450,6139860,1,1,True,True
39.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,19,MOTO CON CASCO,579040,6149800,1,1,False,True
23.0, CONDUCTOR,URBANA, CAIDA, SABADO,20,BICICLETA,562970,6147015,1,1,True,True
22.0, CONDUCTOR,URBANA, CAIDA, SABADO,23,MOTO,575515,6144930,1,1,True,True
30.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,23,BICICLETA,581650,6149845,1,1,True,True
19.0, PASAJERO,URBANA, COLISION CON OBSTI�CULO EN CALZADA, DOMINGO,0,AUTO,575895,6135685,2,1,False,False
43.0, PASAJERO,URBANA, COLISION CON OBSTI�CULO EN CALZADA, DOMINGO,0,AUTO,575895,6135685,2,1,False,False
45.0, CONDUCTOR,URBANA, COLISION CON OBSTI�CULO EN CALZADA, DOMINGO,0,AUTO,575895,6135685,2,1,True,True
11.0, PEATON,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,14,MOTO,580790,6144675,2,1,False,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,16,MOTO,571910,6142030,2,1,True,True
50.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,18,MOTO,584245,6140980,2,1,True,False
19.0, CONDUCTOR,URBANA, CAIDA, DOMINGO,22,MOTO CON CASCO,567245,6139265,2,1,True,True
33.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,21,MOTO CON CASCO,580480,6141240,2,1,True,True
28.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,23,AUTO,575040,6141855,2,1,True,True
28.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,19,MOTO CON CASCO,577185,6134960,2,1,True,True
65.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,14,MOTO CON CASCO,580790,6144675,2,1,False,True
22.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,18,MOTO CON CASCO,584245,6140980,2,1,True,False
12.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,19,MOTO CON CASCO,577840,6144595,2,1,False,True
9.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,19,MOTO CON CASCO,577840,6144595,2,1,True,True
34.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,19,MOTO CON CASCO,577840,6144595,2,1,True,True
35.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,20,MOTO CON CASCO,573460,6142485,2,1,True,True
17.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,20,MOTO,573460,6142485,2,1,True,True
19.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, DOMINGO,21,MOTO CON CASCO,570390,6145595,2,1,True,True
64.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,19,AUTO,575955,6141075,2,1,False,True
44.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,6,BICICLETA,559055,6150190,3,1,True,True
49.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,6,MOTO CON CASCO,559055,6150190,3,1,True,True
28.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,14,MOTO,571195,6148070,3,1,True,True
26.0, PEATON,URBANA, CAIDA, LUNES,23,MOTO,571145,6148225,3,1,True,True
41.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,3,AUTO,576765,6143035,3,1,True,True
34.0, CONDUCTOR,URBANA, CAIDA, LUNES,6,MOTO,574250,6144845,3,1,True,True
49.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,16,BICICLETA,578380,6146405,3,1,False,True
31.0, CONDUCTOR,URBANA, DESPISTE, LUNES,20,AUTO,560000,6146765,3,1,True,False
25.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,13,MOTO CON CASCO,574560,6137310,4,1,True,True
73.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,17,MOTO CON CASCO,567515,6140590,4,1,True,True
54.0, PEATON,URBANA, COLISION ENTRE VEHICULOS, MARTES,17,MOTO,573855,6138615,4,1,True,True
57.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,17,AUTO,573855,6138615,4,1,True,True
27.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,20,AUTO,580470,6139290,4,1,True,True
53.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,21,AUTO,579430,6144690,4,1,True,True
24.0, PEATON,URBANA, ATROPELLO DE PEATON, MARTES,17,MOTO,575090,6138055,4,1,False,True
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,17,MOTO CON CASCO,574370,6140245,4,1,False,True
22.0, PEATON,URBANA, COLISION ENTRE VEHICULOS, MARTES,17,MOTO,573855,6138615,4,1,False,True
22.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,20,AUTO,580470,6139290,4,1,True,True
24.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MARTES,23,AUTO,574435,6138460,4,1,False,True
39.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,23,AUTO,574435,6138460,4,1,True,True
41.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,13,MOTO CON CASCO,573770,6138400,5,1,False,True
24.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,13,MOTO CON CASCO,578675,6146675,5,1,True,False
46.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,18,MOTO CON CASCO,573105,6145830,5,1,True,True
51.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,18,MOTO CON CASCO,577820,6141965,5,1,True,True
35.0, PEATON,URBANA, ATROPELLO DE PEATON, MIERCOLES,7,MOTO,576270,6138535,5,1,True,True
10.0, PEATON,URBANA, ATROPELLO DE PEATON, MIERCOLES,7,MOTO,576270,6138535,5,1,True,True
57.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,13,MOTO CON CASCO,573770,6138400,5,1,True,True
56.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,14,OMNIBUS,572715,6137275,5,1,False,True
35.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,12,MOTO CON CASCO,568225,6140625,5,1,True,True
22.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,13,MOTO CON CASCO,578675,6146675,5,1,False,True
44.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,13,MOTO CON CASCO,578675,6146675,5,1,True,True
69.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,15,MOTO CON CASCO,588010,6139990,5,1,True,True
51.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,19,MOTO CON CASCO,579145,6141480,5,1,True,True
11.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,20,AUTO,579060,6150360,5,1,False,True
50.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,21,MOTO CON CASCO,579115,6144610,5,1,True,True
57.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,21,MOTO CON CASCO,579115,6144610,5,1,True,False
23.0, CONDUCTOR,URBANA, CAIDA, MIERCOLES,23,MOTO CON CASCO,568230,6144900,5,1,False,True
69.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, JUEVES,12,MOTO,578565,6145270,6,1,True,False
41.0, CONDUCTOR,URBANA, CAIDA, JUEVES,21,MOTO CON CASCO,582630,6139345,6,1,True,True
32.0, CONDUCTOR,SUBURBANA, ATROPELLO DE ANIMALES, JUEVES,13,MOTO CON CASCO,580010,6145710,6,1,True,True
21.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,18,MOTO CON CASCO,579520,6141140,6,1,True,True
25.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,20,MOTO CON CASCO,577930,6137270,6,1,True,True
70.0, PEATON,URBANA, ATROPELLO DE PEATON, VIERNES,19,MOTO,576285,6138375,7,1,False,True
78.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,19,AUTO,577085,6135270,7,1,True,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,18,BICICLETA,575695,6141400,7,1,False,True
30.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,0,MOTO CON CASCO,586990,6140250,7,1,True,True
35.0, PASAJERO,SUBURBANA, CAIDA, VIERNES,9,OMNIBUS,569660,6141960,7,1,False,True
40.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,17,OMNIBUS,572285,6141600,7,1,False,True
37.0, CONDUCTOR,URBANA, DESPISTE, VIERNES,18,MOTO,566250,6145030,7,1,True,True
30.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, VIERNES,18,AUTO,579275,6141495,7,1,True,True
40.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,19,MOTO,577085,6135270,7,1,True,True
40.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,20,MOTO CON CASCO,570985,6142670,7,1,True,True
9.0, PEATON,URBANA, ATROPELLO DE PEATON, VIERNES,20,MOTO,576585,6144950,7,1,True,True
28.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,22,AUTO,580995,6144835,7,1,False,True
19.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,7,MOTO,577955,6143080,8,1,True,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,12,MOTO CON CASCO,577610,6135475,8,1,True,True
35.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,16,MOTO CON CASCO,576335,6141180,8,1,False,True
35.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,4,MOTO,578720,6146925,8,1,True,False
19.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,7,MOTO CON CASCO,577955,6143080,8,1,True,False
29.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,7,MOTO CON CASCO,577955,6143080,8,1,True,True
29.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,7,MOTO,577955,6143080,8,1,True,True
34.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,8,AUTO,577250,6135945,8,1,True,True
50.0, CONDUCTOR,URBANA, DESPISTE, SABADO,12,CAMION,568080,6142165,8,1,True,True
68.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,14,AUTO,574820,6137885,8,1,False,False
54.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,14,AUTO,574820,6137885,8,1,True,True
24.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,15,MOTO CON CASCO,573645,6138700,8,1,True,True
28.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,14,MOTO,581445,6146205,8,1,True,True
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,17,MOTO,574830,6139505,8,1,True,False
22.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,18,MOTO,572950,6146635,8,1,False,True
35.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,19,MOTO CON CASCO,574435,6137245,8,1,True,True
24.0, CONDUCTOR,SUBURBANA, CAIDA, SABADO,22,MOTO CON CASCO,565205,6141035,8,1,True,True
32.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,17,BICICLETA,577720,6136500,8,1,True,True
35.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,0,MOTO CON CASCO,578235,6141700,9,1,True,True
19.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,10,AUTO,576675,6144960,9,1,True,True
8.0, PASAJERO,SUBURBANA, DESPISTE, DOMINGO,16,AUTO,562185,6141525,9,1,False,True
25.0, CONDUCTOR,SUBURBANA, DESPISTE, DOMINGO,16,AUTO,562185,6141525,9,1,False,True
47.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, DOMINGO,18,MOTO CON CASCO,580820,6145860,9,1,False,True
31.0, PEATON,URBANA, ATROPELLO DE PEATON, DOMINGO,20,MOTO,576885,6143210,9,1,False,True
44.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,0,MOTO,578235,6141700,9,1,True,False
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,7,MOTO CON CASCO,575085,6140320,9,1,True,True
46.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,10,AUTO,576675,6144960,9,1,True,True
28.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,10,MOTO,585425,6140855,9,1,False,True
35.0, PASAJERO,SUBURBANA, DESPISTE, DOMINGO,16,AUTO,562185,6141525,9,1,True,True
7.0, PEATON,URBANA, ATROPELLO DE PEATON, DOMINGO,15,MOTO,576675,6144960,9,1,False,True
17.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,23,MOTO,569875,6141590,9,1,True,True
37.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,12,MOTO,574735,6136745,10,1,True,True
42.0, CONDUCTOR,SUBURBANA, DESPISTE, LUNES,14,AUTO,586040,6148770,10,1,True,True
13.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, LUNES,15,MOTO CON CASCO,580170,6141810,10,1,False,True
36.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,16,MOTO CON CASCO,576125,6139515,10,1,True,True
30.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,18,MOTO,582775,6140750,10,1,True,True
19.0, CONDUCTOR,SUBURBANA, CAIDA, LUNES,18,MOTO,568730,6140000,10,1,True,False
21.0, PASAJERO,SUBURBANA, CAIDA, LUNES,18,MOTO,568730,6140000,10,1,True,True
41.0, CONDUCTOR,RURAL, CAIDA, LUNES,18,MOTO CON CASCO,574395,6143335,10,1,True,True
52.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, LUNES,20,AUTO,576705,6138390,10,1,False,True
45.0, PASAJERO,URBANA, CAIDA, LUNES,23,MOTO,583620,6148685,10,1,False,True
44.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, LUNES,8,MOTO,573260,6137045,10,1,False,True
64.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,9,AUTO,575040,6141855,10,1,False,True
28.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,10,MOTO CON CASCO,579010,6149270,10,1,True,False
30.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,9,AUTO,576510,6141290,10,1,True,True
59.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,14,MOTO CON CASCO,575070,6137660,10,1,True,True
19.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,14,MOTO,569825,6144455,10,1,True,True
56.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,15,MOTO CON CASCO,580170,6141810,10,1,True,True
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,17,MOTO,573095,6145595,10,1,True,True
43.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,18,AUTO,570485,6140995,10,1,True,True
48.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,18,AUTO,570485,6140995,10,1,True,True
11.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, LUNES,18,MOTO,569410,6147810,10,1,True,True
17.0, PEATON,URBANA, ATROPELLO DE PEATON, LUNES,19,MOTO,576425,6149155,10,1,False,False
24.0, CONDUCTOR,URBANA, ATROPELLO DE PEATON, LUNES,19,MOTO,576425,6149155,10,1,True,True
23.0, PEATON,URBANA, ATROPELLO DE PEATON, MARTES,0,MOTO,576190,6138225,11,1,True,True
58.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,11,AUTO,570125,6140895,11,1,False,True
57.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MARTES,12,AUTO,575955,6141075,11,1,False,True
59.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,16,AUTO,569475,6144490,11,1,True,True
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,18,MOTO CON CASCO,582060,6144205,11,1,True,True
6.0, PEATON,URBANA, ATROPELLO DE PEATON, MARTES,21,MOTO,579090,6142280,11,1,False,True
19.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, MARTES,23,MOTO,561355,6148020,11,1,False,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,22,MOTO,579045,6138585,11,1,False,True
29.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,14,AUTO,574815,6139745,11,1,False,False
41.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,14,MOTO CON CASCO,578810,6146135,11,1,False,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,14,MOTO,578870,6144545,11,1,True,False
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,18,MOTO CON CASCO,575450,6136660,11,1,True,True
19.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,17,MOTO CON CASCO,580605,6140825,11,1,True,True
18.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,19,MOTO,569175,6142720,11,1,True,True
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,21,MOTO,567310,6139975,11,1,True,True
21.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,22,MOTO CON CASCO,579045,6138585,11,1,True,True
39.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MARTES,23,AUTO,575560,6142330,11,1,True,True
34.0, CONDUCTOR,SUBURBANA, CAIDA, MIERCOLES,9,MOTO CON CASCO,572265,6140415,12,1,True,True
37.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,17,AUTO,575485,6136210,12,1,True,True
31.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,17,MOTO CON CASCO,571045,6141860,12,1,False,True
29.0, CONDUCTOR,URBANA, CAIDA, MIERCOLES,18,MOTO,576875,6147550,12,1,True,True
45.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,23,MOTO,572960,6139840,12,1,True,False
55.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,23,MOTO CON CASCO,572960,6139840,12,1,True,True
49.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,23,MOTO CON CASCO,575195,6140280,12,1,True,True
19.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,7,MOTO CON CASCO,578460,6140200,12,1,False,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,7,MOTO CON CASCO,578460,6140200,12,1,False,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,15,MOTO,580210,6140265,12,1,True,True
58.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,17,OMNIBUS,574925,6139465,12,1,False,True
25.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,17,MOTO CON CASCO,577195,6143660,12,1,True,True
29.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,8,BICICLETA,574825,6140445,13,1,False,True
21.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,9,MOTO CON CASCO,575315,6142420,13,1,True,True
65.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,11,AUTO,572605,6144870,13,1,True,True
13.0, PEATON,URBANA, ATROPELLO DE PEATON, JUEVES,10,MOTO,577505,6144105,13,1,True,False
37.0, CONDUCTOR,URBANA, ATROPELLO DE PEATON, JUEVES,10,MOTO CON CASCO,577505,6144105,13,1,True,True
15.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,0,MOTO CON CASCO,573795,6139320,13,1,True,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,9,BICICLETA,575315,6142420,13,1,True,True
52.0, PEATON,URBANA, ATROPELLO DE PEATON, JUEVES,10,MOTO,574370,6140245,13,1,True,True
21.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,11,MOTO CON CASCO,580350,6139300,13,1,True,True
35.0, PASAJERO,URBANA, ATROPELLO DE PEATON, JUEVES,10,MOTO CON CASCO,577505,6144105,13,1,False,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,17,MOTO CON CASCO,575095,6143285,13,1,False,True
47.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,16,MOTO CON CASCO,579755,6144280,13,1,True,False
72.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,9,OMNIBUS,572715,6137275,14,1,False,True
44.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,9,AUTO,572715,6137275,14,1,True,True
46.0, PEATON,URBANA, ATROPELLO DE PEATON, VIERNES,8,MOTO,576815,6141005,14,1,True,False
44.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,14,BICICLETA,573695,6139315,14,1,True,True
32.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,17,AUTO,570390,6145595,14,1,False,True
25.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,18,AUTO,572435,6140900,14,1,False,True
40.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, VIERNES,18,MOTO CON CASCO,570655,6143440,14,1,True,True
16.0, CONDUCTOR,URBANA, CAIDA, VIERNES,18,MOTO CON CASCO,568310,6148650,14,1,True,False
18.0, PASAJERO,URBANA, CAIDA, VIERNES,18,MOTO,568310,6148650,14,1,True,True
54.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,21,MOTO,586890,6139530,14,1,True,True
32.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,20,MOTO CON CASCO,577370,6139810,14,1,True,False
43.0, CONDUCTOR,SUBURBANA, CAIDA, VIERNES,22,MOTO,571515,6152250,14,1,True,True
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,4,MOTO CON CASCO,578540,6145635,14,1,True,True
56.0, PEATON,URBANA, ATROPELLO DE PEATON, VIERNES,10,MOTO,577695,6139295,14,1,True,True
56.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,13,MOTO CON CASCO,574795,6137715,14,1,True,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,12,MOTO CON CASCO,578550,6145470,14,1,False,True
55.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,12,AUTO,578550,6145470,14,1,True,True
8.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,14,AUTO,573695,6139315,14,1,False,True
46.0, PEATON,URBANA, ATROPELLO DE PEATON, VIERNES,13,MOTO,579055,6140990,14,1,False,False
30.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, VIERNES,15,BICICLETA,570385,6140965,14,1,True,True
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,15,MOTO CON CASCO,576435,6147860,14,1,True,True
8.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,15,AUTO,572690,6146460,14,1,True,True
18.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,17,MOTO CON CASCO,576690,6141825,14,1,True,True
36.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,17,MOTO CON CASCO,576010,6146195,14,1,True,True
30.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,18,MOTO,577370,6139810,14,1,True,True
57.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,18,AUTO,577370,6139810,14,1,True,True
30.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,19,AUTO,587420,6139205,14,1,False,True
22.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,22,MOTO CON CASCO,574855,6136110,14,1,False,True
29.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, VIERNES,22,MOTO CON CASCO,581040,6153255,14,1,True,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,11,MOTO CON CASCO,574925,6139465,15,1,True,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,12,BICICLETA,575860,6141070,15,1,False,True
67.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,13,AUTO,577630,6141820,15,1,True,True
37.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,16,AUTO,577525,6149140,15,1,True,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,17,MOTO CON CASCO,579410,6141650,15,1,True,True
39.0, CONDUCTOR,URBANA, DESPISTE, SABADO,13,MOTO,577285,6141615,15,1,True,True
19.0, PEATON,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,14,MOTO,566295,6144640,15,1,False,True
22.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,14,MOTO CON CASCO,566295,6144640,15,1,True,True
39.0, PEATON,URBANA, DESPISTE, SABADO,15,MOTO,581870,6139230,15,1,False,True
28.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,16,AUTO,577525,6149140,15,1,True,True
25.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,19,MOTO CON CASCO,569655,6141525,15,1,True,True
46.0, CONDUCTOR,SUBURBANA, CAIDA, SABADO,23,MOTO CON CASCO,573130,6144490,15,1,True,True
