Edad,Rol,Zona,Tipo de siniestro,Dia de la semana,Hora,Tipo de Vehiculo,X,Y,Dia,Mes,isMale,isHeridoLeve
48.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,6,MOTO CON CASCO,575635,6142210,29,4,True,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,8,MOTO CON CASCO,573465,6145120,29,4,True,True
47.0, PEATON,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,9,MOTO,576965,6137380,29,4,False,False
22.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,10,AUTO,575275,6138070,29,4,False,True
82.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,11,AUTO,574695,6137920,29,4,False,True
41.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,8,MOTO CON CASCO,579995,6143285,29,4,True,True
34.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,11,MOTO CON CASCO,568570,6140375,29,4,True,False
52.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,11,MOTO CON CASCO,579870,6143510,29,4,True,False
24.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,14,MOTO,577630,6142310,29,4,False,True
24.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,15,MOTO CON CASCO,574300,6137855,29,4,True,True
29.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,16,BICICLETA,576150,6137400,29,4,True,True
32.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,16,MOTO CON CASCO,570750,6142435,29,4,True,True
30.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,17,MOTO CON CASCO,570820,6142970,29,4,True,True
31.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,18,MOTO CON CASCO,575240,6138675,29,4,False,True
43.0, PEATON,URBANA, ATROPELLO DE PEATON, MIERCOLES,19,MOTO,576145,6137505,29,4,False,True
37.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,20,AUTO,566575,6143085,29,4,False,True
46.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, MIERCOLES,20,MOTO,566020,6143005,29,4,True,True
25.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,18,MOTO CON CASCO,579125,6145405,29,4,False,True
33.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,23,MOTO CON CASCO,576095,6136465,29,4,True,True
40.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,22,AUTO,578160,6140345,29,4,False,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,22,MOTO,580320,6138070,29,4,True,True
27.0, CONDUCTOR,URBANA, CAIDA, JUEVES,0,BICICLETA,574440,6138895,30,4,True,True
24.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,1,AUTO,578685,6146645,30,4,False,True
30.0, CONDUCTOR,SUBURBANA, CAIDA, JUEVES,2,MOTO CON CASCO,577490,6142060,30,4,True,True
23.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,5,AUTO,575415,6137050,30,4,False,True
24.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,5,AUTO,575415,6137050,30,4,False,True
59.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,6,MOTO CON CASCO,574420,6138800,30,4,True,True
65.0, PEATON,URBANA, ATROPELLO DE PEATON, JUEVES,9,MOTO,578535,6139630,30,4,True,True
55.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,13,CAMIONETA,570905,6142005,30,4,False,True
44.0, CONDUCTOR,RURAL, COLISION ENTRE VEHICULOS, JUEVES,14,AUTO,560930,6144370,30,4,False,True
28.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,15,AUTO,574020,6137835,30,4,False,True
10.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,15,AUTO,577665,6137380,30,4,False,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,17,MOTO CON CASCO,574560,6140595,30,4,True,False
43.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,17,MOTO CON CASCO,573475,6141485,30,4,True,False
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,14,MOTO,566485,6145275,30,4,True,True
18.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,16,MOTO CON CASCO,570760,6142155,30,4,False,True
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,16,MOTO CON CASCO,570760,6142155,30,4,True,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,19,AUTO,573080,6145175,30,4,False,True
21.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,21,MOTO CON CASCO,576610,6136100,30,4,True,True
35.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,0,MOTO CON CASCO,574775,6141560,1,5,True,True
30.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,4,AUTO,575695,6141400,1,5,False,False
0.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,4,AUTO,575695,6141400,1,5,True,False
61.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,4,AUTO,575695,6141400,1,5,True,True
31.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,9,AUTO,569620,6143820,1,5,True,True
59.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,9,AUTO,569620,6143820,1,5,True,True
53.0, PASAJERO,URBANA, CAIDA, VIERNES,14,MOTO CON CASCO,578965,6148220,1,5,False,True
55.0, CONDUCTOR,URBANA, CAIDA, VIERNES,14,MOTO CON CASCO,578965,6148220,1,5,True,True
33.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,15,CAMIONETA,581345,6138985,1,5,False,True
35.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,18,MOTO CON CASCO,574250,6137545,1,5,False,True
34.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,18,MOTO CON CASCO,574250,6137545,1,5,True,False
6.0, PEATON,URBANA, ATROPELLO DE PEATON, VIERNES,18,MOTO,575485,6143180,1,5,False,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,1,AUTO,578860,6139175,2,5,False,True
44.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,9,CAMIONETA,577130,6136450,2,5,False,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,10,MOTO CON CASCO,579400,6139265,2,5,True,True
42.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,12,AUTO,570985,6150585,2,5,False,True
27.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,12,MOTO CON CASCO,574730,6139065,2,5,True,True
29.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,12,MOTO,574730,6139065,2,5,True,True
41.0, CONDUCTOR,SUBURBANA, DESPISTE, SABADO,13,AUTO,582625,6149665,2,5,False,True
22.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,13,MOTO,568760,6140610,2,5,True,False
66.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,14,MOTO CON CASCO,577785,6142335,2,5,True,False
30.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,16,MOTO,577320,6144050,2,5,True,True
40.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,16,MOTO CON CASCO,577320,6144050,2,5,True,True
17.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,19,BICICLETA,571680,6145090,2,5,True,True
21.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, SABADO,20,CAMIONETA,576840,6136125,2,5,False,True
15.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, DOMINGO,8,MOTO,570590,6147665,3,5,True,True
18.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,7,AUTO,574795,6137715,3,5,False,True
36.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,7,AUTO,574795,6137715,3,5,True,True
44.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, DOMINGO,9,AUTO,583650,6148700,3,5,False,True
30.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,8,BICICLETA,576970,6137930,3,5,False,True
44.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,10,AUTO,585435,6139895,3,5,False,True
8.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,12,AUTO,571840,6142100,3,5,True,True
27.0, PEATON,URBANA, ATROPELLO DE PEATON, DOMINGO,11,MOTO,576510,6138400,3,5,False,True
17.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,11,MOTO CON CASCO,580075,6141990,3,5,True,True
18.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,11,MOTO,580075,6141990,3,5,True,True
52.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,14,MOTO CON CASCO,574435,6137245,3,5,False,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,14,MOTO CON CASCO,574435,6137245,3,5,True,True
19.0, PEATON,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,13,MOTO,573755,6138605,3,5,True,True
52.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,13,MOTO CON CASCO,573755,6138605,3,5,True,True
18.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,12,MOTO CON CASCO,579950,6143785,3,5,False,True
58.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,16,BICICLETA,573820,6137720,3,5,False,False
39.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,16,BICICLETA,574835,6138530,3,5,True,True
28.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,15,MOTO CON CASCO,570385,6142950,3,5,True,True
42.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,13,MOTO CON CASCO,573070,6144965,3,5,False,True
21.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, DOMINGO,19,MOTO CON CASCO,578735,6142855,3,5,True,True
17.0, PEATON,URBANA, ATROPELLO DE PEATON, DOMINGO,19,MOTO,579620,6143015,3,5,False,True
46.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, DOMINGO,20,MOTO CON CASCO,579835,6151845,3,5,False,True
31.0, PASAJERO,URBANA, COLISION CON OBSTI�CULO EN CALZADA, DOMINGO,19,AUTO,582445,6138740,3,5,False,True
33.0, CONDUCTOR,URBANA, DESPISTE, DOMINGO,21,MOTO CON CASCO,576965,6137380,3,5,False,True
14.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, DOMINGO,21,MOTO,565010,6139445,3,5,False,True
39.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,7,MOTO,571820,6146755,4,5,True,True
27.0, CONDUCTOR,SUBURBANA, CAIDA, LUNES,8,MOTO CON CASCO,583330,6139490,4,5,True,True
56.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,11,CAMIONETA,575185,6139230,4,5,False,True
46.0, CONDUCTOR,URBANA, CAIDA, LUNES,13,MOTO CON CASCO,577355,6135105,4,5,True,False
21.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,12,MOTO CON CASCO,578265,6139145,4,5,True,True
15.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,12,AUTO,583435,6148485,4,5,False,True
48.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,14,CAMIONETA,571855,6143855,4,5,True,True
42.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,15,MOTO CON CASCO,575820,6141305,4,5,False,True
22.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,15,MOTO CON CASCO,578985,6146485,4,5,True,True
60.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,15,MOTO,578985,6146485,4,5,True,False
41.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, LUNES,16,BICICLETA,574500,6140965,4,5,True,True
25.0, CONDUCTOR,URBANA, CAIDA, LUNES,16,MOTO CON CASCO,576345,6138520,4,5,True,True
40.0, CONDUCTOR,URBANA, CAIDA, LUNES,16,MOTO,572255,6140400,4,5,True,True
23.0, PEATON,URBANA, ATROPELLO DE PEATON, LUNES,17,MOTO,580885,6138870,4,5,False,True
42.0, CONDUCTOR,URBANA, CAIDA, LUNES,18,MOTO CON CASCO,568325,6141750,4,5,True,False
37.0, CONDUCTOR,URBANA, CAIDA, LUNES,19,BICICLETA,580195,6140730,4,5,True,True
19.0, CONDUCTOR,SUBURBANA, DESPISTE, LUNES,19,AUTO,558005,6144145,4,5,True,False
57.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, LUNES,20,MOTO,576695,6148160,4,5,False,True
46.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, LUNES,23,MOTO CON CASCO,576965,6135775,4,5,True,True
21.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MARTES,6,MOTO CON CASCO,569300,6141025,5,5,True,True
42.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MARTES,7,OMNIBUS,578390,6140500,5,5,False,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,8,MOTO CON CASCO,574220,6138850,5,5,True,True
22.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MARTES,8,MOTO CON CASCO,574220,6138850,5,5,True,True
66.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MARTES,8,AUTO,577590,6136530,5,5,False,True
37.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,8,MOTO CON CASCO,574395,6143335,5,5,False,True
31.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,11,AUTO,572730,6136630,5,5,False,True
30.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,12,MOTO CON CASCO,575810,6138615,5,5,True,True
36.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,12,MOTO CON CASCO,582090,6142795,5,5,True,True
70.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,16,MOTO CON CASCO,573850,6138715,5,5,True,True
36.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,14,MOTO CON CASCO,579385,6142665,5,5,True,True
48.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MARTES,15,CAMIONETA,574570,6138395,5,5,True,True
59.0, CONDUCTOR,SUBURBANA, ATROPELLO DE ANIMALES, MARTES,17,MOTO,566335,6139870,5,5,True,True
3.0, PEATON,URBANA, ATROPELLO DE PEATON, MARTES,18,MOTO,583740,6139560,5,5,True,True
11.0, PASAJERO,URBANA, CAIDA, MARTES,16,OMNIBUS,576420,6147840,5,5,True,True
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,19,MOTO CON CASCO,580980,6140605,5,5,True,True
36.0, PEATON,URBANA, ATROPELLO DE PEATON, MARTES,18,MOTO,574865,6141835,5,5,False,True
17.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,20,MOTO,579520,6141140,5,5,True,True
23.0, PEATON,URBANA, ATROPELLO DE PEATON, MARTES,20,MOTO,576990,6137725,5,5,False,True
55.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,22,AUTO,573035,6137305,5,5,False,True
18.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MARTES,22,CAMIONETA,573035,6137305,5,5,True,True
18.0, CONDUCTOR,URBANA, ATROPELLO DE ANIMALES, MARTES,16,MOTO CON CASCO,579430,6144515,5,5,True,True
12.0, PEATON,URBANA, ATROPELLO DE PEATON, MARTES,12,MOTO,571840,6142100,5,5,True,True
81.0, PEATON,URBANA, ATROPELLO DE PEATON, MIERCOLES,17,MOTO,577100,6135625,6,5,False,True
28.0, CONDUCTOR,URBANA, DESPISTE, MIERCOLES,1,AUTO,572930,6143745,6,5,True,True
23.0, CONDUCTOR,SUBURBANA, DESPISTE, MIERCOLES,5,MOTO CON CASCO,570295,6145670,6,5,False,True
65.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,8,MOTO CON CASCO,578575,6139205,6,5,True,True
32.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,8,AUTO,570165,6141145,6,5,False,True
58.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,9,MOTO CON CASCO,567325,6148740,6,5,False,True
20.0, PASAJERO,URBANA, CAIDA, MIERCOLES,9,MOTO CON CASCO,578455,6143050,6,5,False,True
18.0, CONDUCTOR,URBANA, CAIDA, MIERCOLES,9,MOTO CON CASCO,578455,6143050,6,5,True,True
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,10,MOTO CON CASCO,574235,6138240,6,5,True,True
41.0, PEATON,URBANA, ATROPELLO DE PEATON, MIERCOLES,11,MOTO,574670,6137575,6,5,True,True
46.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,10,OMNIBUS,574350,6139730,6,5,False,False
80.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,10,OMNIBUS,574350,6139730,6,5,False,True
83.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,10,OMNIBUS,574350,6139730,6,5,True,False
29.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,11,MOTO,576200,6141075,6,5,True,True
37.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,13,MOTO CON CASCO,577525,6141275,6,5,True,True
18.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,12,OMNIBUS,576320,6138280,6,5,False,True
22.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,12,OMNIBUS,576320,6138280,6,5,False,True
44.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,12,OMNIBUS,576320,6138280,6,5,False,True
52.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,12,OMNIBUS,576320,6138280,6,5,False,True
23.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,16,BICICLETA,581355,6145335,6,5,True,True
20.0, PEATON,URBANA, ATROPELLO DE PEATON, MIERCOLES,16,MOTO,576015,6137495,6,5,False,True
33.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,16,MOTO CON CASCO,578710,6137570,6,5,True,True
37.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,16,MOTO CON CASCO,578710,6137570,6,5,True,True
51.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,13,MOTO CON CASCO,576190,6142175,6,5,True,False
42.0, CONDUCTOR,URBANA, CAIDA, MIERCOLES,16,MOTO CON CASCO,577490,6141000,6,5,True,False
52.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,16,MOTO CON CASCO,576420,6147840,6,5,True,True
67.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,17,BICICLETA,577585,6138255,6,5,True,True
49.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,18,MOTO CON CASCO,583845,6139275,6,5,True,False
44.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,18,AUTO,574980,6140360,6,5,True,True
29.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,16,MOTO CON CASCO,576205,6151310,6,5,False,True
49.0, CONDUCTOR,URBANA, COLISION CON OBSTI�CULO EN CALZADA, MIERCOLES,18,MOTO CON CASCO,570720,6145360,6,5,True,True
23.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,18,AUTO,573285,6145700,6,5,True,True
25.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,18,MOTO CON CASCO,573285,6145700,6,5,True,True
34.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, MIERCOLES,18,MOTO CON CASCO,573285,6145700,6,5,True,True
18.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,20,AUTO,574990,6137825,6,5,True,True
19.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,20,AUTO,574990,6137825,6,5,True,True
49.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,23,CAMIONETA,577690,6139885,6,5,False,True
66.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, MIERCOLES,23,AUTO,577690,6139885,6,5,True,True
35.0, PEATON,URBANA, ATROPELLO DE PEATON, MIERCOLES,16,MOTO,578330,6140095,6,5,True,True
15.0, PEATON,URBANA, COLISION ENTRE VEHICULOS, JUEVES,14,MOTO,579065,6145855,7,5,False,True
36.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,14,MOTO,578780,6147255,7,5,True,True
3.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,15,MOTO,570390,6145595,7,5,True,False
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,15,MOTO,570390,6145595,7,5,True,True
61.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, JUEVES,18,MOTO CON CASCO,572655,6142500,7,5,False,True
25.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, JUEVES,16,MOTO,580170,6142740,7,5,True,True
26.0, CONDUCTOR,URBANA, ATROPELLO DE ANIMALES, JUEVES,21,MOTO CON CASCO,573895,6143930,7,5,True,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,21,MOTO CON CASCO,578630,6146440,7,5,True,True
19.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, JUEVES,0,AUTO,567735,6139840,7,5,True,True
43.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, JUEVES,0,AUTO,567735,6139840,7,5,True,True
20.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,6,MOTO CON CASCO,568570,6140375,7,5,False,True
43.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,9,AUTO,574740,6140975,7,5,True,True
34.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,11,BICICLETA,579245,6139190,7,5,True,True
51.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,12,MOTO CON CASCO,574910,6137245,7,5,True,True
15.0, PASAJERO,SUBURBANA, CAIDA, JUEVES,12,MOTO CON CASCO,576995,6148515,7,5,False,True
38.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,14,AUTO,574125,6139040,7,5,True,False
76.0, PEATON,URBANA, ATROPELLO DE PEATON, JUEVES,15,MOTO,572190,6136460,7,5,False,True
15.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, JUEVES,14,MOTO CON CASCO,579065,6145855,7,5,False,True
34.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,0,MOTO CON CASCO,578910,6137910,8,5,True,True
24.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,2,MOTO CON CASCO,578435,6145465,8,5,False,False
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,10,MOTO CON CASCO,567180,6148880,8,5,True,False
23.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,10,MOTO CON CASCO,567180,6148880,8,5,True,True
14.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,13,AUTO,577530,6136910,8,5,False,False
19.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,13,MOTO CON CASCO,577530,6136910,8,5,True,True
54.0, PEATON,URBANA, ATROPELLO DE PEATON, VIERNES,15,MOTO,580405,6141380,8,5,False,True
58.0, PASAJERO,SUBURBANA, COLISION ENTRE VEHICULOS, VIERNES,15,MOTO,568090,6150330,8,5,False,True
31.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, VIERNES,15,MOTO,568090,6150330,8,5,True,True
71.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, VIERNES,15,MOTO CON CASCO,568090,6150330,8,5,True,True
75.0, PEATON,URBANA, ATROPELLO DE PEATON, VIERNES,17,MOTO,580655,6142990,8,5,True,True
20.0, PASAJERO,URBANA, COLISION ENTRE VEHICULOS, VIERNES,18,MOTO,571405,6141490,8,5,False,False
27.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,18,MOTO CON CASCO,571405,6141490,8,5,True,False
17.0, PEATON,URBANA, COLISION ENTRE VEHICULOS, VIERNES,19,MOTO,580730,6141235,8,5,False,True
15.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,20,BICICLETA,571170,6145025,8,5,True,True
16.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,20,BICICLETA,571170,6145025,8,5,True,True
26.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,21,MOTO CON CASCO,586025,6139170,8,5,True,True
22.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, VIERNES,23,MOTO CON CASCO,578280,6142310,8,5,False,True
53.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,2,AUTO,577205,6138840,9,5,False,True
41.0, CONDUCTOR,URBANA, ATROPELLO DE ANIMALES, SABADO,5,MOTO CON CASCO,577565,6145065,9,5,False,False
30.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,6,MOTO,573670,6139520,9,5,True,True
40.0, CONDUCTOR,SUBURBANA, COLISION ENTRE VEHICULOS, SABADO,5,BICICLETA,573680,6145405,9,5,True,True
56.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,6,AUTO,572685,6141840,9,5,False,True
27.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,8,MOTO,575890,6139025,9,5,False,True
54.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,8,CAMION,576075,6138410,9,5,True,True
45.0, CONDUCTOR,URBANA, COLISION ENTRE VEHICULOS, SABADO,7,CAMIONETA,575660,6143440,9,5,True,True
26.0, PEATON,URBANA, ATROPELLO DE PEATON, SABADO,9,MOTO,575740,6142025,9,5,False,True
35.0, PEATON,SUBURBANA, ATROPELLO DE PEATON, SABADO,9,MOTO,576780,6137680,9,5,False,True
